WifeAge,WifeEdu,HusbandEdu,NumChildren,WifeReligion,WifeWorking,HusbandOccupation,StandardOfLivingIndex,MediaExposure,ContraceptiveMethod
49,LevelThree,LevelFour,6,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
49,LevelThree,LevelFour,9,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
47,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
28,LevelFour,LevelFour,3,NonIslam,No,LevelOne,LevelFour,Good,NoContraceptive
26,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
29,LevelOne,LevelTwo,7,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
29,LevelFour,LevelTwo,0,Islam,Yes,LevelTwo,LevelTwo,Good,NoContraceptive
25,LevelThree,LevelThree,1,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
24,LevelTwo,LevelFour,2,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
23,LevelFour,LevelFour,1,Islam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
23,LevelFour,LevelFour,2,Islam,Yes,LevelThree,LevelThree,Good,NoContraceptive
44,LevelOne,LevelTwo,2,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
39,LevelThree,LevelFour,6,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
21,LevelThree,LevelThree,0,Islam,No,LevelTwo,LevelTwo,Good,NoContraceptive
22,LevelThree,LevelFour,2,Islam,No,LevelTwo,LevelThree,Good,NoContraceptive
47,LevelThree,LevelFour,3,Islam,No,LevelTwo,LevelThree,Good,NoContraceptive
36,LevelThree,LevelThree,2,Islam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
25,LevelOne,LevelFour,2,Islam,Yes,LevelThree,LevelThree,NotGood,NoContraceptive
40,LevelFour,LevelFour,2,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
36,LevelTwo,LevelTwo,0,NonIslam,Yes,LevelThree,LevelThree,Good,NoContraceptive
37,LevelTwo,LevelThree,5,NonIslam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
28,LevelOne,LevelFour,2,Islam,Yes,LevelTwo,LevelThree,Good,NoContraceptive
30,LevelThree,LevelThree,5,Islam,Yes,LevelThree,LevelFour,Good,NoContraceptive
16,LevelThree,LevelFour,1,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
32,LevelTwo,LevelThree,4,NonIslam,No,LevelTwo,LevelFour,Good,NoContraceptive
40,LevelFour,LevelFour,3,NonIslam,No,LevelThree,LevelFour,Good,NoContraceptive
40,LevelOne,LevelOne,2,Islam,Yes,LevelThree,LevelFour,Good,NoContraceptive
45,LevelThree,LevelFour,2,NonIslam,No,LevelOne,LevelFour,Good,NoContraceptive
21,LevelOne,LevelThree,0,Islam,Yes,LevelThree,LevelFour,NotGood,NoContraceptive
28,LevelFour,LevelFour,1,NonIslam,No,LevelOne,LevelThree,Good,NoContraceptive
25,LevelFour,LevelFour,1,NonIslam,No,LevelTwo,LevelThree,Good,NoContraceptive
44,LevelOne,LevelThree,4,Islam,No,LevelThree,LevelThree,NotGood,NoContraceptive
35,LevelFour,LevelFour,2,NonIslam,No,LevelThree,LevelFour,Good,NoContraceptive
49,LevelFour,LevelFour,4,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
39,LevelThree,LevelFour,1,NonIslam,No,LevelThree,LevelFour,Good,NoContraceptive
32,LevelThree,LevelFour,1,NonIslam,No,LevelTwo,LevelFour,Good,NoContraceptive
35,LevelOne,LevelTwo,0,Islam,Yes,LevelFour,LevelFour,Good,NoContraceptive
21,LevelOne,LevelTwo,1,Islam,Yes,LevelThree,LevelFour,Good,NoContraceptive
47,LevelFour,LevelFour,1,NonIslam,No,LevelOne,LevelFour,Good,NoContraceptive
27,LevelFour,LevelFour,1,NonIslam,No,LevelThree,LevelFour,Good,NoContraceptive
31,LevelTwo,LevelTwo,8,Islam,No,LevelTwo,LevelTwo,NotGood,NoContraceptive
34,LevelFour,LevelThree,0,NonIslam,Yes,LevelThree,LevelThree,Good,NoContraceptive
30,LevelFour,LevelFour,3,Islam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
25,LevelFour,LevelFour,0,Islam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
28,LevelThree,LevelFour,3,Islam,No,LevelTwo,LevelOne,Good,NoContraceptive
30,LevelTwo,LevelThree,4,Islam,Yes,LevelThree,LevelTwo,Good,NoContraceptive
42,LevelThree,LevelThree,8,Islam,No,LevelFour,LevelThree,Good,NoContraceptive
23,LevelFour,LevelFour,0,NonIslam,No,LevelTwo,LevelFour,Good,NoContraceptive
45,LevelThree,LevelFour,3,NonIslam,No,LevelThree,LevelFour,Good,NoContraceptive
21,LevelFour,LevelFour,1,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
28,LevelFour,LevelFour,1,NonIslam,No,LevelTwo,LevelFour,Good,NoContraceptive
33,LevelFour,LevelFour,1,NonIslam,Yes,LevelThree,LevelFour,Good,NoContraceptive
32,LevelOne,LevelTwo,4,Islam,No,LevelThree,LevelTwo,NotGood,NoContraceptive
25,LevelTwo,LevelTwo,3,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
25,LevelThree,LevelThree,1,Islam,No,LevelThree,LevelOne,Good,NoContraceptive
19,LevelTwo,LevelTwo,2,Islam,No,LevelThree,LevelOne,Good,NoContraceptive
40,LevelOne,LevelTwo,6,Islam,No,LevelThree,LevelOne,NotGood,NoContraceptive
24,LevelTwo,LevelTwo,2,Islam,No,LevelThree,LevelOne,NotGood,NoContraceptive
32,LevelTwo,LevelTwo,1,Islam,No,LevelTwo,LevelOne,Good,NoContraceptive
35,LevelTwo,LevelThree,8,Islam,No,LevelThree,LevelTwo,Good,NoContraceptive
27,LevelTwo,LevelTwo,1,Islam,Yes,LevelThree,LevelTwo,NotGood,NoContraceptive
23,LevelTwo,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
22,LevelTwo,LevelFour,4,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
49,LevelTwo,LevelThree,0,Islam,No,LevelOne,LevelTwo,Good,NoContraceptive
25,LevelTwo,LevelThree,0,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
18,LevelThree,LevelFour,1,Islam,No,LevelThree,LevelOne,Good,NoContraceptive
43,LevelThree,LevelThree,4,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
37,LevelOne,LevelThree,0,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
30,LevelTwo,LevelThree,2,Islam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
29,LevelThree,LevelTwo,0,Islam,No,LevelTwo,LevelTwo,Good,NoContraceptive
20,LevelTwo,LevelThree,3,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
42,LevelThree,LevelThree,3,Islam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
23,LevelFour,LevelFour,1,Islam,No,LevelTwo,LevelThree,Good,NoContraceptive
34,LevelTwo,LevelThree,7,Islam,Yes,LevelThree,LevelThree,Good,NoContraceptive
23,LevelThree,LevelThree,6,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
38,LevelThree,LevelThree,5,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
37,LevelTwo,LevelThree,4,Islam,No,LevelTwo,LevelThree,Good,NoContraceptive
17,LevelTwo,LevelThree,1,Islam,No,LevelThree,LevelTwo,Good,NoContraceptive
39,LevelThree,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
49,LevelOne,LevelThree,0,Islam,No,LevelThree,LevelThree,NotGood,NoContraceptive
23,LevelThree,LevelThree,2,Islam,No,LevelTwo,LevelTwo,Good,NoContraceptive
40,LevelThree,LevelThree,3,Islam,No,LevelTwo,LevelTwo,NotGood,NoContraceptive
32,LevelTwo,LevelFour,5,Islam,No,LevelTwo,LevelThree,Good,NoContraceptive
18,LevelTwo,LevelThree,1,Islam,No,LevelTwo,LevelThree,Good,NoContraceptive
46,LevelOne,LevelTwo,8,Islam,No,LevelThree,LevelThree,NotGood,NoContraceptive
37,LevelThree,LevelThree,6,Islam,No,LevelTwo,LevelTwo,Good,NoContraceptive
38,LevelTwo,LevelFour,5,NonIslam,No,LevelTwo,LevelTwo,Good,NoContraceptive
37,LevelTwo,LevelThree,2,NonIslam,Yes,LevelThree,LevelThree,Good,NoContraceptive
25,LevelTwo,LevelThree,1,Islam,Yes,LevelTwo,LevelOne,Good,NoContraceptive
38,LevelTwo,LevelFour,5,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
39,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelFour,Good,NoContraceptive
44,LevelFour,LevelFour,3,Islam,Yes,LevelOne,LevelFour,NotGood,NoContraceptive
19,LevelFour,LevelFour,0,NonIslam,No,LevelThree,LevelFour,Good,NoContraceptive
28,LevelTwo,LevelFour,1,Islam,Yes,LevelThree,LevelFour,Good,NoContraceptive
20,LevelTwo,LevelThree,1,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
33,LevelFour,LevelFour,0,Islam,Yes,LevelThree,LevelThree,Good,NoContraceptive
33,LevelFour,LevelFour,5,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
47,LevelOne,LevelFour,6,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
25,LevelThree,LevelThree,0,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
29,LevelFour,LevelFour,0,Islam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
37,LevelFour,LevelFour,2,NonIslam,No,LevelOne,LevelFour,Good,NoContraceptive
49,LevelOne,LevelThree,6,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
48,LevelOne,LevelOne,8,Islam,Yes,LevelTwo,LevelTwo,NotGood,NoContraceptive
19,LevelTwo,LevelTwo,0,Islam,No,LevelTwo,LevelTwo,Good,NoContraceptive
46,LevelOne,LevelTwo,3,Islam,No,LevelTwo,LevelOne,NotGood,NoContraceptive
39,LevelOne,LevelTwo,2,Islam,No,LevelThree,LevelOne,NotGood,NoContraceptive
30,LevelThree,LevelFour,5,Islam,No,LevelOne,LevelFour,Good,NoContraceptive
40,LevelTwo,LevelTwo,8,Islam,No,LevelTwo,LevelTwo,Good,NoContraceptive
43,LevelOne,LevelTwo,1,Islam,No,LevelThree,LevelFour,NotGood,NoContraceptive
29,LevelThree,LevelFour,4,Islam,Yes,LevelOne,LevelThree,Good,NoContraceptive
23,LevelThree,LevelThree,2,Islam,No,LevelThree,LevelThree,Good,NoContraceptive
24,LevelTwo,LevelTwo,3,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
47,LevelThree,LevelThree,2,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
35,LevelThree,LevelThree,2,Islam,Yes,LevelTwo,LevelTwo,Good,NoContraceptive
19,LevelThree,LevelThree,1,Islam,No,LevelTwo,LevelFour,Good,NoContraceptive
45,LevelTwo,LevelThree,4,Islam,Yes,LevelTwo,LevelFour,Good,NoContraceptive
42,LevelTwo,LevelFour,2,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
47,LevelOne,LevelOne,1,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
25,LevelTwo,LevelTwo,2,Islam,No,LevelThree,LevelOne,Good,NoContraceptive
20,LevelTwo,LevelThree,3,Islam,No,LevelThree,LevelFour,Good,NoContraceptive
33,LevelThree,LevelThree,6,Islam,No,LevelThree,LevelFour,Good,LongTerm
46,LevelFour,LevelThree,5,Islam,No,LevelOne,LevelFour,Good,LongTerm
35,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelFour,Good,LongTerm
26,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelFour,Good,LongTerm
36,LevelThree,LevelThree,5,Islam,Yes,LevelOne,LevelThree,Good,LongTerm
37,LevelThree,LevelFour,3,Islam,No,LevelOne,LevelThree,Good,LongTerm
44,LevelTwo,LevelFour,4,Islam,No,LevelThree,LevelThree,Good,LongTerm
32,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,LongTerm
25,LevelTwo,LevelFour,6,Islam,No,LevelThree,LevelFour,Good,LongTerm
42,LevelTwo,LevelThree,7,Islam,No,LevelThree,LevelFour,Good,LongTerm
30,LevelFour,LevelFour,2,NonIslam,Yes,LevelOne,LevelFour,Good,LongTerm
39,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelFour,Good,LongTerm
26,LevelOne,LevelOne,2,Islam,No,LevelThree,LevelFour,Good,LongTerm
30,LevelTwo,LevelFour,3,Islam,No,LevelThree,LevelFour,Good,LongTerm
38,LevelFour,LevelFour,4,NonIslam,Yes,LevelOne,LevelTwo,Good,LongTerm
23,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelTwo,Good,LongTerm
18,LevelThree,LevelFour,1,Islam,No,LevelThree,LevelFour,Good,LongTerm
25,LevelThree,LevelFour,3,Islam,No,LevelTwo,LevelThree,Good,LongTerm
37,LevelFour,LevelFour,2,Islam,Yes,LevelThree,LevelThree,Good,LongTerm
20,LevelThree,LevelFour,1,Islam,No,LevelThree,LevelTwo,Good,LongTerm
45,LevelFour,LevelFour,7,Islam,No,LevelOne,LevelFour,Good,LongTerm
28,LevelTwo,LevelOne,2,Islam,Yes,LevelThree,LevelThree,Good,LongTerm
33,LevelTwo,LevelTwo,3,Islam,No,LevelTwo,LevelThree,Good,LongTerm
28,LevelTwo,LevelThree,2,Islam,No,LevelThree,LevelThree,Good,LongTerm
30,LevelTwo,LevelFour,1,Islam,Yes,LevelThree,LevelFour,Good,LongTerm
32,LevelFour,LevelFour,4,Islam,No,LevelTwo,LevelFour,Good,LongTerm
48,LevelFour,LevelThree,7,Islam,Yes,LevelTwo,LevelFour,Good,LongTerm
46,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelFour,Good,LongTerm
32,LevelFour,LevelFour,2,NonIslam,Yes,LevelOne,LevelFour,Good,LongTerm
49,LevelFour,LevelFour,10,Islam,No,LevelOne,LevelFour,Good,LongTerm
33,LevelTwo,LevelTwo,6,Islam,Yes,LevelThree,LevelFour,Good,LongTerm
39,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,LongTerm
35,LevelFour,LevelFour,5,NonIslam,Yes,LevelOne,LevelFour,Good,LongTerm
36,LevelFour,LevelFour,3,NonIslam,No,LevelOne,LevelThree,Good,LongTerm
20,LevelThree,LevelFour,1,Islam,No,LevelTwo,LevelFour,Good,LongTerm
23,LevelFour,LevelFour,1,Islam,No,LevelThree,LevelFour,Good,LongTerm
26,LevelTwo,LevelFour,2,Islam,No,LevelOne,LevelThree,Good,LongTerm
25,LevelThree,LevelThree,1,Islam,No,LevelThree,LevelOne,Good,LongTerm
31,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,LongTerm
36,LevelFour,LevelFour,2,Islam,No,LevelTwo,LevelFour,Good,LongTerm
32,LevelThree,LevelThree,2,Islam,Yes,LevelThree,LevelFour,Good,LongTerm
36,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,LongTerm
40,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,LongTerm
46,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelFour,Good,LongTerm
42,LevelFour,LevelFour,8,NonIslam,No,LevelOne,LevelFour,Good,LongTerm
39,LevelFour,LevelFour,4,Islam,Yes,LevelOne,LevelFour,Good,LongTerm
34,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,LongTerm
36,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,LongTerm
37,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,LongTerm
36,LevelFour,LevelFour,4,NonIslam,No,LevelOne,LevelFour,Good,LongTerm
38,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,LongTerm
27,LevelThree,LevelThree,1,NonIslam,Yes,LevelTwo,LevelFour,Good,LongTerm
37,LevelFour,LevelThree,8,Islam,No,LevelOne,LevelFour,Good,LongTerm
24,LevelOne,LevelFour,1,Islam,Yes,LevelFour,LevelTwo,NotGood,LongTerm
42,LevelTwo,LevelFour,8,Islam,No,LevelOne,LevelFour,Good,LongTerm
31,LevelFour,LevelFour,3,NonIslam,Yes,LevelFour,LevelFour,Good,LongTerm
34,LevelTwo,LevelThree,2,Islam,No,LevelThree,LevelThree,Good,LongTerm
34,LevelFour,LevelFour,4,Islam,No,LevelThree,LevelThree,Good,LongTerm
36,LevelFour,LevelFour,4,NonIslam,Yes,LevelOne,LevelFour,Good,LongTerm
47,LevelFour,LevelFour,8,Islam,No,LevelOne,LevelFour,Good,LongTerm
34,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,LongTerm
44,LevelFour,LevelFour,6,NonIslam,No,LevelOne,LevelThree,Good,LongTerm
21,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,LongTerm
42,LevelFour,LevelFour,6,Islam,No,LevelOne,LevelThree,Good,LongTerm
44,LevelFour,LevelFour,4,Islam,Yes,LevelTwo,LevelThree,Good,LongTerm
19,LevelFour,LevelFour,1,Islam,No,LevelTwo,LevelThree,Good,LongTerm
35,LevelOne,LevelThree,7,Islam,Yes,LevelTwo,LevelThree,NotGood,LongTerm
24,LevelFour,LevelFour,1,Islam,No,LevelThree,LevelTwo,Good,LongTerm
32,LevelThree,LevelFour,7,NonIslam,No,LevelOne,LevelThree,Good,LongTerm
31,LevelThree,LevelThree,2,Islam,Yes,LevelThree,LevelThree,Good,LongTerm
47,LevelThree,LevelFour,11,Islam,Yes,LevelTwo,LevelThree,Good,LongTerm
38,LevelFour,LevelFour,6,Islam,Yes,LevelThree,LevelThree,Good,LongTerm
40,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelThree,Good,LongTerm
35,LevelThree,LevelThree,4,Islam,No,LevelThree,LevelTwo,Good,LongTerm
26,LevelThree,LevelFour,3,Islam,No,LevelThree,LevelFour,Good,LongTerm
23,LevelFour,LevelThree,3,Islam,No,LevelThree,LevelThree,Good,LongTerm
40,LevelFour,LevelFour,6,NonIslam,Yes,LevelOne,LevelFour,Good,LongTerm
37,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,LongTerm
39,LevelFour,LevelFour,5,Islam,No,LevelTwo,LevelFour,Good,LongTerm
25,LevelFour,LevelFour,2,Islam,No,LevelTwo,LevelFour,Good,LongTerm
48,LevelFour,LevelFour,4,NonIslam,No,LevelOne,LevelFour,Good,LongTerm
31,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,LongTerm
26,LevelFour,LevelFour,1,NonIslam,No,LevelTwo,LevelFour,Good,LongTerm
44,LevelFour,LevelFour,5,Islam,Yes,LevelOne,LevelFour,Good,LongTerm
29,LevelFour,LevelFour,1,Islam,Yes,LevelTwo,LevelFour,Good,LongTerm
36,LevelTwo,LevelOne,6,Islam,No,LevelTwo,LevelOne,Good,LongTerm
29,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelThree,Good,LongTerm
37,LevelTwo,LevelThree,7,Islam,No,LevelThree,LevelFour,Good,LongTerm
28,LevelThree,LevelThree,3,Islam,No,LevelOne,LevelTwo,Good,LongTerm
40,LevelTwo,LevelThree,6,Islam,No,LevelOne,LevelTwo,Good,LongTerm
33,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelFour,Good,LongTerm
22,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelTwo,Good,LongTerm
35,LevelThree,LevelFour,5,Islam,Yes,LevelOne,LevelThree,NotGood,LongTerm
32,LevelFour,LevelFour,3,NonIslam,No,LevelThree,LevelThree,Good,LongTerm
35,LevelFour,LevelFour,5,Islam,Yes,LevelOne,LevelThree,Good,LongTerm
29,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,LongTerm
23,LevelThree,LevelThree,2,Islam,Yes,LevelThree,LevelFour,Good,LongTerm
35,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelFour,Good,LongTerm
36,LevelFour,LevelFour,3,Islam,Yes,LevelTwo,LevelFour,Good,LongTerm
32,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelFour,Good,LongTerm
30,LevelFour,LevelOne,4,Islam,No,LevelThree,LevelThree,Good,LongTerm
36,LevelFour,LevelFour,4,NonIslam,No,LevelTwo,LevelFour,Good,LongTerm
33,LevelFour,LevelFour,3,Islam,No,LevelThree,LevelFour,Good,LongTerm
33,LevelThree,LevelFour,5,NonIslam,No,LevelThree,LevelThree,Good,LongTerm
43,LevelTwo,LevelFour,13,Islam,No,LevelTwo,LevelThree,Good,LongTerm
35,LevelThree,LevelThree,6,Islam,No,LevelTwo,LevelThree,Good,LongTerm
38,LevelFour,LevelFour,5,Islam,No,LevelOne,LevelThree,Good,LongTerm
25,LevelThree,LevelOne,4,Islam,No,LevelThree,LevelOne,Good,LongTerm
26,LevelThree,LevelThree,2,Islam,No,LevelThree,LevelTwo,Good,LongTerm
24,LevelFour,LevelFour,1,Islam,No,LevelThree,LevelFour,Good,LongTerm
22,LevelThree,LevelFour,1,Islam,No,LevelFour,LevelFour,Good,LongTerm
33,LevelTwo,LevelThree,5,Islam,Yes,LevelTwo,LevelOne,Good,LongTerm
45,LevelThree,LevelThree,7,Islam,No,LevelThree,LevelFour,Good,LongTerm
29,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelThree,Good,LongTerm
47,LevelTwo,LevelTwo,7,Islam,No,LevelTwo,LevelFour,Good,LongTerm
36,LevelThree,LevelTwo,6,Islam,No,LevelThree,LevelTwo,Good,LongTerm
45,LevelThree,LevelThree,8,Islam,No,LevelTwo,LevelThree,Good,LongTerm
47,LevelFour,LevelFour,6,Islam,Yes,LevelOne,LevelFour,Good,LongTerm
43,LevelThree,LevelFour,2,Islam,Yes,LevelTwo,LevelFour,Good,LongTerm
44,LevelFour,LevelFour,7,Islam,No,LevelThree,LevelTwo,Good,LongTerm
24,LevelTwo,LevelFour,2,Islam,No,LevelThree,LevelThree,Good,LongTerm
28,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelThree,Good,LongTerm
34,LevelFour,LevelFour,5,Islam,No,LevelThree,LevelFour,Good,LongTerm
31,LevelThree,LevelFour,4,Islam,No,LevelOne,LevelThree,Good,LongTerm
27,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,LongTerm
27,LevelThree,LevelThree,1,Islam,Yes,LevelThree,LevelFour,Good,LongTerm
26,LevelFour,LevelFour,1,Islam,Yes,LevelOne,LevelThree,Good,LongTerm
36,LevelThree,LevelFour,7,Islam,No,LevelTwo,LevelTwo,Good,LongTerm
35,LevelFour,LevelFour,4,NonIslam,No,LevelThree,LevelThree,Good,LongTerm
38,LevelFour,LevelFour,6,Islam,No,LevelThree,LevelThree,Good,LongTerm
44,LevelFour,LevelFour,7,Islam,No,LevelTwo,LevelFour,Good,LongTerm
25,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,LongTerm
25,LevelFour,LevelFour,2,NonIslam,No,LevelOne,LevelThree,Good,LongTerm
41,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelFour,Good,LongTerm
41,LevelThree,LevelFour,5,Islam,No,LevelOne,LevelThree,Good,LongTerm
24,LevelFour,LevelFour,1,Islam,Yes,LevelOne,LevelFour,Good,LongTerm
33,LevelFour,LevelFour,3,Islam,No,LevelThree,LevelThree,Good,LongTerm
29,LevelFour,LevelFour,3,Islam,Yes,LevelThree,LevelThree,Good,LongTerm
47,LevelFour,LevelFour,4,Islam,Yes,LevelOne,LevelFour,Good,LongTerm
28,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelThree,Good,LongTerm
21,LevelTwo,LevelTwo,1,Islam,No,LevelThree,LevelTwo,Good,LongTerm
32,LevelThree,LevelThree,6,Islam,Yes,LevelThree,LevelThree,Good,LongTerm
30,LevelThree,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,LongTerm
37,LevelFour,LevelFour,5,Islam,No,LevelThree,LevelFour,Good,LongTerm
29,LevelFour,LevelThree,4,Islam,Yes,LevelThree,LevelTwo,Good,LongTerm
38,LevelFour,LevelFour,3,Islam,Yes,LevelOne,LevelFour,Good,LongTerm
49,LevelThree,LevelThree,11,Islam,No,LevelOne,LevelFour,Good,LongTerm
41,LevelThree,LevelThree,5,Islam,No,LevelOne,LevelFour,Good,LongTerm
43,LevelThree,LevelFour,5,Islam,No,LevelThree,LevelTwo,NotGood,LongTerm
47,LevelOne,LevelOne,10,Islam,No,LevelThree,LevelThree,Good,LongTerm
22,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelThree,Good,LongTerm
27,LevelFour,LevelFour,1,NonIslam,Yes,LevelOne,LevelFour,Good,LongTerm
34,LevelThree,LevelFour,2,NonIslam,No,LevelTwo,LevelThree,Good,LongTerm
42,LevelThree,LevelThree,4,Islam,No,LevelTwo,LevelFour,Good,LongTerm
39,LevelFour,LevelFour,3,NonIslam,Yes,LevelOne,LevelFour,Good,LongTerm
36,LevelFour,LevelFour,3,NonIslam,No,LevelTwo,LevelFour,Good,LongTerm
21,LevelFour,LevelFour,1,Islam,No,LevelTwo,LevelOne,Good,LongTerm
36,LevelThree,LevelFour,4,NonIslam,Yes,LevelTwo,LevelFour,Good,LongTerm
25,LevelTwo,LevelThree,1,Islam,Yes,LevelFour,LevelFour,Good,LongTerm
41,LevelFour,LevelFour,4,NonIslam,Yes,LevelTwo,LevelFour,Good,LongTerm
32,LevelFour,LevelFour,4,NonIslam,Yes,LevelTwo,LevelFour,Good,LongTerm
41,LevelFour,LevelFour,4,NonIslam,Yes,LevelTwo,LevelFour,Good,LongTerm
43,LevelFour,LevelFour,3,NonIslam,No,LevelOne,LevelFour,Good,LongTerm
35,LevelFour,LevelFour,3,Islam,No,LevelTwo,LevelThree,Good,LongTerm
24,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelThree,Good,LongTerm
43,LevelFour,LevelFour,6,Islam,No,LevelOne,LevelFour,Good,LongTerm
48,LevelFour,LevelFour,7,NonIslam,No,LevelOne,LevelFour,Good,LongTerm
28,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelThree,Good,LongTerm
24,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,LongTerm
42,LevelFour,LevelFour,3,Islam,Yes,LevelOne,LevelFour,Good,LongTerm
39,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,LongTerm
24,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,LongTerm
33,LevelFour,LevelThree,5,Islam,No,LevelTwo,LevelFour,Good,LongTerm
29,LevelFour,LevelFour,2,Islam,No,LevelThree,LevelFour,Good,LongTerm
44,LevelFour,LevelFour,5,Islam,No,LevelOne,LevelFour,Good,LongTerm
17,LevelFour,LevelFour,1,Islam,No,LevelTwo,LevelFour,Good,LongTerm
35,LevelThree,LevelFour,3,Islam,No,LevelTwo,LevelTwo,Good,LongTerm
32,LevelThree,LevelFour,5,Islam,No,LevelOne,LevelTwo,Good,LongTerm
27,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelThree,Good,LongTerm
44,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelFour,Good,LongTerm
42,LevelFour,LevelFour,5,Islam,No,LevelOne,LevelFour,Good,LongTerm
40,LevelFour,LevelFour,6,Islam,No,LevelOne,LevelThree,Good,LongTerm
44,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,LongTerm
33,LevelFour,LevelFour,5,Islam,No,LevelTwo,LevelFour,Good,LongTerm
35,LevelTwo,LevelFour,3,NonIslam,Yes,LevelThree,LevelFour,NotGood,LongTerm
